Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
Kia Ceed Sportswagon Plug-In Hybrid Advance Plus Moms 1 Ägare,219900kr,"431 53 Mölndal, Västra Götaland",2021,6543 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
"Kia e-Niro Advance Plus Tech , 64kwh | Backk | Navi | Apple Carplay |",229900kr,"431 53 Mölndal, Västra Götaland",2021,9982 mil,Electric,≈ 455 km,Automatic
"Kia e-Niro 64 kWh, 204hk, 2019 | BACKK |",209900kr,"431 53 Mölndal, Västra Götaland",2019,8826 mil,Electric,≈ 455 km,Automatic
Ford Mustang Mach-E Long Range AWD (351hk) TEKNIKPAKET / DRAG,369900kr,"431 53 Mölndal, Västra Götaland",2021,8816 mil,Electric,≈ 540 km,Automatic
Ford Mustang Mach-E Long Range AWD (351hk) TEKNIK PLUS / PANORAMA,379900kr,"431 53 Mölndal, Västra Götaland",2021,8456 mil,Electric,≈ 540 km,Automatic
Ford Focus ST-Line Active Navi Rättvärme Keyless,177500kr,"213 75 Malmö, Skåne",2022,2715 mil,1.0L Petrol,Manual,125 HP (91 kW)
Ford Mustang Mach-E RWD Standard Range 269HK MOMS,349900kr,"141 74 Segeltorp, Stockholm",Dec 2021,1226 mil,Electric,≈ 440 km,Automatic
"Ford Mustang Mach-E Standard range, 269hk, Pano, B&O, Skin",369900kr,"213 75 Malmö, Skåne",2021,2300 mil,Electric,≈ 440 km,Automatic
Mercedes E220 T d 9G-Tronic (194hk) VÄRMARE / DRAG,224900kr,"431 53 Mölndal, Västra Götaland",2017,16919 mil,2.0L Diesel,Automatic,194 HP (142 kW)
Kia e-Niro 64kwh|BACKK|NAVI|CARPLAY,249900kr,"431 53 Mölndal, Västra Götaland",2022,9699 mil,Electric,≈ 455 km,Automatic
MG Marvel R MARVEL RPERFORMANCE AWD,319900kr,"431 53 Mölndal, Västra Götaland",2022,3149 mil,Electric,≈ 370 km,Automatic
MG MG4 EV ,279900kr,"141 74 Segeltorp, Stockholm",2023,1150 mil,Electric,≈ 450 km,Automatic
Ford S-MAX 2.0 TDCi AWD Powershift 7-Sits Navi,189900kr,"213 75 Malmö, Skåne",2018,15800 mil,2.0L Diesel,Automatic,180 HP (132 kW)
Ford Mustang Mach-E AWD Titanium Teknik+ Long Range 99kWh,399900kr,"213 75 Malmö, Skåne",2021,6000 mil,Electric,≈ 540 km,Automatic
"Volvo XC40 Recharge Single Motor,| APPLE CARPLAY | NAVI | BACKK",364900kr,"431 53 Mölndal, Västra Götaland",2023,6588 mil,1.5L Electric,Automatic,170 kW (232 HP)
MG MG4 EV ,259900kr,"291 50 Kristianstad, Skåne",Dec 2022,2360 mil,Electric,≈ 450 km,Automatic
"Ford Kuga ST-Line, 225hk, 2023, Business Edition CVT",344900kr,"431 53 Mölndal, Västra Götaland",2023,2703 mil,2.5L Hybrid,Automatic,153 HP (112 kW)
Kia Ceed Sportswagon PHEV ADVANCE,224900kr,"141 74 Segeltorp, Stockholm",2021,4459 mil,1.6L Hybrid,Automatic,105 HP (77 kW)
Kia EV6 77.4 kWh AWD (325hk) PLUS / 360 KAMERA,429900kr,"431 53 Mölndal, Västra Götaland",2022,5649 mil,Electric,≈ 506 km,Automatic
Mercedes C300e T e 9G-Tronic AMG Night 313hk 2022,469900kr,"431 53 Mölndal, Västra Götaland",2022,3723 mil,2.0L Hybrid,Automatic,204 HP (150 kW)
Ford Kuga TITANIUM Plug-In Hybrid E-CVT 225hk,264900kr,"431 53 Mölndal, Västra Götaland",Jun 2021,4875 mil,2.5L Hybrid,Automatic,153 HP (112 kW)
"Kia e-Niro 204Hk, 2023, Navi, Backkamera",359900kr,"431 53 Mölndal, Västra Götaland",2023,2078 mil,Electric,≈ 463 km,Automatic
MG MG4 EV ,274900kr,"213 75 Malmö, Skåne",Apr 2022,425 mil,Electric,≈ 350 km,Automatic
"Volvo XC40 P8 AWD RECHARGE, R-Design, 408HK",399900kr,"291 50 Kristianstad, Skåne",May 2021,5514 mil,Electric,≈ 418 km,Automatic
"Ford Mondeo ST-Line, Hybrid E-CVT, 187Hk, 2022, Navi",249900kr,"431 53 Mölndal, Västra Götaland",1 / 1,2022,4 382 mil,Hybrid,Manual
"Nissan e-NV200 Van 24kWh Comfort Backkamera 2017, Minibuss",105000kr,"213 75 Malmö, Skåne",Aug 2017,4160 mil,Electric,≈ 170 km,Automatic
Mercedes Vito 116 CDI 4×4 Skåp Kompakt PRO LAGERBIL,511250kr,"761 41 Norrtälje, Stockholm",2025,2.0L Diesel,Automatic,164 HP (120 kW),"761 41 Norrtälje, Stockholm"
Mercedes Vito 116 CDI 4×4 Skåp Lång PRO LAGERBIL,549375kr,"761 41 Norrtälje, Stockholm",2025,2.0L Diesel,Automatic,164 HP (120 kW),"761 41 Norrtälje, Stockholm"
Mercedes Vito 116 CDI 4×4 Skåp Lång PRO LAGERBIL,568750kr,"761 41 Norrtälje, Stockholm",2025,2.0L Diesel,Automatic,164 HP (120 kW),"761 41 Norrtälje, Stockholm"
Mercedes Vito 116 CDI 4×4 Skåp Lång PRO LAGERBIL,547500kr,"761 41 Norrtälje, Stockholm",2025,2.0L Diesel,Automatic,164 HP (120 kW),"761 41 Norrtälje, Stockholm"
Mazda CX-80 PHEV Takumi PLUS 7-Sits KAMPANJ,629000kr,"761 41 Norrtälje, Stockholm",2024,1 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
Hyundai Kona Electric 39.2 kWh ESSENTIAL,214000kr,"761 41 Norrtälje, Stockholm",Dec 2021,4641 mil,Electric,≈ 305 km,Automatic
Mercedes GLB200 d 4MATIC AMG V-HJUL AMBIENT VÄRMARE,379000kr,"761 41 Norrtälje, Stockholm",Dec 2020,6551 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Mercedes eCitan 112 Skåp L2 LAGERBIL,455000kr,"761 41 Norrtälje, Stockholm",2023,Electric,Automatic,90 kW (123 HP),0 g CO2/km comb.
Hyundai Ioniq 6 First Edition 77.4 kWh AWD / Moms,489000kr,"761 41 Norrtälje, Stockholm",Jul 2023,1048 mil,Electric,≈ 583 km,Automatic
Mercedes E-Sprinter 314 Skåp A2 PRO 81kWh LAGERBIL,879000kr,"761 41 Norrtälje, Stockholm",2025,Electric,Automatic,100 kW (136 HP),0 g CO2/km comb.
Mercedes E-Sprinter 314 Skåp A2 PRO 81kWh LAGERBIL,889000kr,"761 41 Norrtälje, Stockholm",2025,Electric,Automatic,100 kW (136 HP),0 g CO2/km comb.
Mercedes E-Sprinter 414 Skåp A2 PRO 81kWh LAGERBIL,889000kr,"761 41 Norrtälje, Stockholm",2025,Electric,Automatic,100 kW (136 HP),0 g CO2/km comb.
Mercedes E-Sprinter 314 Skåp A2 PRO 81kWh LAGERBIL,889000kr,"761 41 Norrtälje, Stockholm",2025,Electric,Automatic,100 kW (136 HP),0 g CO2/km comb.
"Volvo V60 D3 Geartronic Advanced Edition, Momentum Euro 6",245900kr,"127 35 Skärholmen  Stockholm, Stockholm",Dec 2019,10610 mil,2.0L Diesel,Automatic,150 HP (110 kW)
Mercedes eCitan 112 Skåp L2 LAGERBIL,455000kr,"761 41 Norrtälje, Stockholm",2024,Electric,Automatic,90 kW (123 HP),0 g CO2/km comb.
Nissan NV400 2.3 dCi VÄRMARE DRAG BACKKAMERA,186250kr,"761 41 Norrtälje, Stockholm",2020,11222 mil,2.3L Diesel,Manual,150 HP (110 kW)
Mercedes Citan 110 CDI Skåp L2 SPECIAL EDITION LAGERBIL,329000kr,"761 41 Norrtälje, Stockholm",2025,1.5L Diesel,Manual,96 HP (70 kW),"761 41 Norrtälje, Stockholm"
Mercedes Citan 110 CDI Skåp L2 SPECIAL EDITION LAGERBIL,325000kr,"761 41 Norrtälje, Stockholm",2025,1.5L Diesel,Manual,96 HP (70 kW),"761 41 Norrtälje, Stockholm"
Mazda CX-80 PHEV HOMURA 6-Sits LAGERBIL KAMPANJ,629000kr,"761 41 Norrtälje, Stockholm",2024,1 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
Nissan Qashqai DIG-T 160 N-CONNECTA/2WD/AUT/360-KAM,219900kr,"127 35 Skärholmen  Stockholm, Stockholm",Apr 2021,4614 mil,1.3L Petrol,Automatic,158 HP (116 kW)
Mazda CX-60 3.3 DIESEL AWD HOMURA LAGERBIL KAMPANJ,539000kr,"761 41 Norrtälje, Stockholm",2024,1 mil,3.3L Diesel,Automatic,255 HP (187 kW)
Nissan Juke 1.0 ACENTA Comfort Pack Backkamera 117hk,157000kr,"213 75 Malmö, Skåne",Aug 2020,6844 mil,1.0L Petrol,Manual,117 HP (86 kW)
Peugeot 208 1.2 PureTech ALLURE Backkamera 100hk,194000kr,"213 75 Malmö, Skåne",Sep 2023,3663 mil,1.2L Petrol,Automatic,101 HP (74 kW)
Peugeot 208 1.2 PureTech ALLURE Backkamera Automat 130hk,180000kr,"213 75 Malmö, Skåne",Jun 2023,5130 mil,1.2L Petrol,Automatic,101 HP (74 kW)
Peugeot 3008 1.6 GT-LINE Automat Backkamera Dragkrok 165hk,215000kr,"213 75 Malmö, Skåne",Oct 2018,5926 mil,1.6L Petrol,Automatic,165 HP (121 kW)
Opel Mokka 1.2 Turbo AUT GS Ultimate 130hk,240000kr,"213 75 Malmö, Skåne",Jun 2023,2740 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Kia Sportage 2.0 AWD Advance NAVI Panorama 185hk,180000kr,"213 75 Malmö, Skåne",May 2016,8947 mil,2.0L Diesel,Automatic,185 HP (136 kW)
"Hyundai Santa Fe PHEV 6AT 4WD 7 sits Advanced 2023, SUV",499900kr,"127 35 Skärholmen  Stockholm, Stockholm",Oct 2023,1900 mil,1.6L Hybrid,Automatic,266 HP (195 kW)
Audi A4 Sedan 2.0 TDI quattro S Tronic Proline Euro 6,224900kr,"127 35 Skärholmen  Stockholm, Stockholm",Oct 2018,10201 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Mercedes GLC200 4MATIC 9G-Tronic AMG Line Vinterhjul,389000kr,"761 41 Norrtälje, Stockholm",Sep 2019,10107 mil,2.0L Petrol,Automatic,198 HP (145 kW)
Kia ProCeed 1.4 T-GDI DCT Backkamera GPS,169900kr,"224 78 Lund, Skåne",Nov 2020,16978 mil,1.4L Petrol,Automatic,141 HP (103 kW)
Peugeot 408 GT 1.2 PureTech DEMO,314900kr,"224 78 Lund, Skåne",Mar 2023,1850 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot 308 SW 1.5 BlueHDi DEMO,299900kr,"224 78 Lund, Skåne",Jan 2023,2400 mil,1.5L Diesel,Automatic,131 HP (96 kW)
Nissan Navara Dubbelhytt 2.3 DCI 190HP AT TEKNA BEDLINER,282000kr,"213 75 Malmö, Skåne",2019,13737 mil,2.3L Diesel,Automatic,191 HP (140 kW)
Hyundai Tucson Hybrid AWD Essential Euro 6,309900kr,"127 35 Skärholmen  Stockholm, Stockholm",Nov 2021,3100 mil,1.6L Hybrid,Automatic,230 HP (169 kW)
BMW X3 xDrive20d Aut/Advantage/M-Ratt/P-Sensor/Drag/Eu6,274900kr,"127 35 Skärholmen  Stockholm, Stockholm",Feb 2017,11000 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Nissan Qashqai 1.2 DIG-T Euro 6,99000kr,"127 35 Skärholmen  Stockholm, Stockholm",Aug 2016,15694 mil,1.2L Petrol,Manual,116 HP (85 kW)
Mercedes C300e AMG / AMBIENT / DRAG /V-HJUL/ LEASEBAR,565000kr,"761 41 Norrtälje, Stockholm",May 2024,2.0L Hybrid,Automatic,313 HP (230 kW),162 g CO2/km comb.
Ford Mondeo 2.0 Kombi Hybrid Titanium Navi Backkamera 188hk,208000kr,"213 75 Malmö, Skåne",Jun 2019,6781 mil,2.0L Hybrid,Automatic,188 HP (138 kW)
Kia Sportage Hybrid AWD ACTION / B-KAMERA / LEASEBAR /V-HJUL,339000kr,"761 41 Norrtälje, Stockholm",Nov 2022,3718 mil,1.6L Hybrid,Automatic,230 HP (169 kW)
Citroën e-Jumpy L2 Electric 75 kWh Omgående Leverans - Drag,399900kr,"224 78 Lund, Skåne",2023,800 mil,Electric,≈ 324 km,Automatic
"Kia Niro P-HEV DCT Advance, LX PLUG-IN",189900kr,"224 78 Lund, Skåne",Jan 2017,5057 mil,1.6L Electric/Petrol,Automatic,105 HP (77 kW)
"Peugeot e-3008 NYA GT 75kWh 525km Räckvidd ÄNTLIGEN HÄR 2024, Personbil",559900kr,"200 39 Malmö, Skåne",2024,Electric,≈ 700 km,Automatic,169 kW (231 HP)
Peugeot 208 1.2 PureTech Euro 6/Parksensor/Bluetooth,169900kr,"127 35 Skärholmen  Stockholm, Stockholm",Jul 2022,2040 mil,1.2L Petrol,Manual,101 HP (74 kW)
Hyundai Kona 1.6 T-GDI AWD/Aut/Advanced/198 hk/*FYRHJULSDRIFT*,217900kr,"127 35 Skärholmen  Stockholm, Stockholm",Jul 2021,5560 mil,1.6L Petrol,Automatic,199 HP (146 kW)
Peugeot e-3008 100kWh GT LONG RANGE KAMPANJPRIS fr5029kr/mån,609000kr,"213 75 Malmö, Skåne",2025,Electric,≈ 700 km,Automatic,169 kW (231 HP)
Mazda CX-80 PHEV Exclusive Line 7-Sits LAGERBIL Kampanj,589000kr,"761 41 Norrtälje, Stockholm",2024,1 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
Opel Mokka 1.2 Turbo GS ULTIMATE Automat 130hk,234000kr,"213 75 Malmö, Skåne",Aug 2023,3914 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot 308 1.2 GT Alcantarasäten NAVI 360°kamera 130hk,260000kr,"213 75 Malmö, Skåne",Mar 2023,3368 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Opel Corsa 1.2 GS FL Kampanjpris 100hk fr 1926kr / mån,226042kr,"213 75 Malmö, Skåne",2024,1.2L Petrol,Manual,131 HP (96 kW),125 g CO2/km comb.
Peugeot 5008 1.2 Hybrid 7-Sits 136hk / fr3.373kr/MÅN,409900kr,"213 75 Malmö, Skåne",2024,1.2L Hybrid,Automatic,136 HP (100 kW),"213 75 Malmö, Skåne"
Nissan Leaf 39kWh N-Connecta 360° kamera,234000kr,"213 75 Malmö, Skåne",Mar 2022,1605 mil,Electric,≈ 398 km,Automatic
Peugeot 3008 GT HYBRID/ AUT/KAMERA/NAVI,249900kr,"127 35 Skärholmen  Stockholm, Stockholm",Jul 2019,8949 mil,1.6L Hybrid,Automatic,301 HP (221 kW)
Opel Corsa-e Corsa,228000kr,"213 75 Malmö, Skåne",May 2022,460 mil,Electric,≈ 362 km,Automatic
Mazda CX-80 PHEV Homura 7-Sits LAGERBIL Lanseringskampanj,599000kr,"761 41 Norrtälje, Stockholm",2024,2 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
Mazda CX-80 PHEV Homura 6-sits LAGERBIL Lanseringskampanj,625000kr,"761 41 Norrtälje, Stockholm",2024,2 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
Citroën C4 1.2 PureTech DEMO,239900kr,"224 78 Lund, Skåne",Sep 2023,2300 mil,1.2L Petrol,Automatic,131 HP (96 kW)
"Peugeot e-Expert Pro Backkamera Drag North Pack 2023, Transportbil",449900kr,"224 78 Lund, Skåne",Jul 2023,770 mil,Electric,≈ 230 km,Automatic
Mazda CX-80 2.5L PHEV 327 hk 8AT AWD Exclusive Line COSO DRA,619600kr,"761 41 Norrtälje, Stockholm",2024,2.5L Hybrid,Automatic,327 HP (240 kW),"761 41 Norrtälje, Stockholm"
Mazda CX-80 2.5L PHEV 327hk 8AT AWD Homura COSO HEMKOMMANDE,629000kr,"761 41 Norrtälje, Stockholm",2024,2.5L Hybrid,Automatic,327 HP (240 kW),"761 41 Norrtälje, Stockholm"
"Isuzu D-Max Double Cab XRL Omgående Leverans- CNG tillkommer 2024, Pickup",512375kr,"224 78 Lund, Skåne",2023,1 mil,"1.9L Natural gas (LNG, CNG)",Automatic,164 HP (120 kW)
Peugeot 3008 NYA 1.2 Hybrid GT 136hk ÄNTLIGEN HÄR,377900kr,"200 39 Malmö, Skåne",Jun 2024,1.2L Hybrid,Automatic,136 HP (100 kW),124 g CO2/km comb.
Peugeot 308 GT Plug-IN Hybrid Vinterhjul 225hk Demobil*,399900kr,"213 75 Malmö, Skåne",Aug 2023,355 mil,1.6L Hybrid,Automatic,225 HP (165 kW)
Mazda CX-80 2.5L PHEV 327 hk 8AT AWD Homura CAHO,637500kr,"761 41 Norrtälje, Stockholm",2024,2.5L Hybrid,Automatic,327 HP (240 kW),"761 41 Norrtälje, Stockholm"
Hyundai i20 1.0 T-GDI Aut/Advanced/Carplay/Backkamera/Eu6/,229900kr,"127 35 Skärholmen  Stockholm, Stockholm",1 000 mil,1.0L Petrol,Automatic,74 HP (54 kW),"127 35 Skärholmen  Stockholm, Stockholm"
Mazda CX-80 Homura 7-sits Hemkommande bil September,619000kr,"761 41 Norrtälje, Stockholm",2024,1 mil,2.5L Hybrid,Automatic,327 HP (240 kW)
"Opel Combo Går nu att beställa Facelift 2024, Transportbil",318750kr,"200 39 Malmö, Skåne",2024,1.5L Diesel,Manual,"200 39 Malmö, Skåne",You save 29 250 kr
"Isuzu D-Max DoubleCab CNG DIESEL4WD XRL skatt 2023, Transportbil",543500kr,"200 39 Malmö, Skåne",2023,1.9L Diesel,Automatic,"200 39 Malmö, Skåne",You save 42 500 kr
Mercedes GLC350 4MATIC / AMG / Drag / Panorama,299500kr,"302 24 Halmstad, Halland",Oct 2017,12141 mil,2.0L Electric/Petrol,Automatic,327 HP (240 kW)
Porsche Macan S / Burmester/Sportavgasrör/ 1 ägare /3100 Mil,849500kr,"302 24 Halmstad, Halland",Apr 2023,3100 mil,2.9L Petrol,Automatic,381 HP (280 kW)
BMW iX3 Charged/ Panorama/ Dragkrok/ Adaptiv farthållare,419500kr,"302 24 Halmstad, Halland",Dec 2021,4810 mil,Electric,≈ 460 km,Automatic
"Hyundai Ioniq 6 Essential 77,4kWh RWD Automatisk",554000kr,"302 24 Halmstad, Halland",2025,Electric,≈ 583 km,Automatic,239 kW (325 HP)
BMW iX1 xDrive30 M Sport/ Dragkrok/ Adaptiv farthållare/,549500kr,"302 24 Halmstad, Halland",1 / 3,May 2024,192 mil,Electric,≈ 440 km
BMW iX1 xDrive30 M Sport/ Harman Kardon/ Parking Assistant,529500kr,"302 24 Halmstad, Halland",Dec 2023,1 656 mil,Electric,≈ 440 km,
"Citroën Jumpy Citroën L2H1 Business Premium AUTOMAT 2023, Transportbil",339500kr,"302 24 Halmstad, Halland",May 2023,400 mil,2.0L Diesel,Automatic,180 HP (132 kW)
"Opel Corsa GS Räntekampanj 1,95%",234500kr,"302 24 Halmstad, Halland",Dec 2024,200 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Peugeot e-3008 GT | FV 2290:-/mån | Ftg.Leasing 5 272:-/mån|,539500kr,"302 24 Halmstad, Halland",2024,Electric,≈ 700 km,Automatic,169 kW (231 HP)
Peugeot 3008 GT 1.2 PureTech 130hk Automat,269500kr,"302 24 Halmstad, Halland",May 2023,4407 mil,1.2L Petrol,Automatic,131 HP (96 kW)
Ford Transit Connect LWB 1.5 EcoBlue | Dragkrok | Låg skatt|,179500kr,"302 24 Halmstad, Halland",2021,10300 mil,1.5L Diesel,Automatic,101 HP (74 kW)
BMW iX xDrive50/ Edition Sport/ HK/ Sky Lounge/ 360-kamera,895000kr,"302 24 Halmstad, Halland",2024,Electric,≈ 630 km,Automatic,385 kW (524 HP)
Hyundai Kona Essential 1.6 Hybrid Automatisk,337395kr,"302 24 Halmstad, Halland",2025,1.6L Hybrid,Automatic,142 HP (104 kW),"302 24 Halmstad, Halland"
Hyundai Kona Advanced 1.6 Hybrid Automatisk,362395kr,"302 24 Halmstad, Halland",2025,1.6L Hybrid,Automatic,142 HP (104 kW),"302 24 Halmstad, Halland"
"BMW i4 eDrive40 / Dragkrok / 360-kamera / HUD / 3,95% ränta",658400kr,"302 24 Halmstad, Halland",2025,Electric,≈ 600 km,Automatic,250 kW (340 HP)
"Hyundai Kona Essential 65,4 kWh Från 464 900:- V-hjul ingår",464895kr,"302 24 Halmstad, Halland",2025,Electric,≈ 514 km,Automatic,160 kW (218 HP)
BMW 225 Active Tourer xe M Sport/ Rattvärme/Head-Up/HIFI/Moms,234500kr,"302 24 Halmstad, Halland",6 020 mil,1.5L Electric/Petrol,Automatic,225 HP (165 kW),"302 24 Halmstad, Halland"
BMW iX1 xDrive30 M Sport/Drag/Navi/Rattvärme,519500kr,"302 24 Halmstad, Halland",Sep 2023,1451 mil,Electric,≈ 440 km,Automatic
