Name,Price,Location,Model_Year,Mileage,Fuel_Type,Gearbox,Gearbox2
Honda Civic 1.4 i-VTEC Comfort Euro 6,100000kr,"Skärholmen  Bredäng, Stockholm",2015,12 809 mil,1.3L Petrol,Manual,
Volvo V60 T6 AWD Geartronic Inscription DRAG/NAVI/KEYLESS,254900kr,"c  KARLSKOGA, Örebro",Jun 2018,16 014 mil,2.0L Petrol,Automatic,
VW T-Roc 1.5 TSI 150 DSG - KAMPANJ!,329900kr,"12008 Stockholm, Stockholm",Dec 2024,1.5L Petrol,Automatic,150 HP (110 kW),
Volvo S60 2.4. kamrem bytt,19000kr,"Orsa, Dalarna",2003,28300 mil,2.4L Petrol,Manual,141 HP (103 kW)
Hyundai i10 1.1 iRDE e-Sense Euro 4,22500kr,"Östra Göteborg, Västra Götaland",2008,11 824 mil,1.1L Petrol,Manual,
Opel Insignia Sports Tourer 1.5 Turbo Business Euro 6,149000kr,"Kinda, Östergötland",2018,13 900 mil,1.5L Petrol,Automatic,
Skoda Octavia Kombi 1.4 TSI 150 HK Premium Style Nyservad,139000kr,"Växjö, Kronoberg",2018,9 433 mil,1.4L Petrol,Manual,
Subaru Outback 2.5 4WD Euro 4,21000kr,"Tierp, Uppsala",1 / 3,2008,35 654 mil,2.5L Petrol,Automatic
Audi A4 Sedan 1.4 TFSI 150hk Aut,199900kr,"51157 Kinna, Västra Götaland",2018,11 300 mil,1.4L Petrol,Automatic,
Opel Corsa 5-dörrar 1.4 Euro 4 (Små fel),11900kr,"borås, Västra Götaland",2008,16 428 mil,1.4L Petrol,Manual,
Skoda Kodiaq STYLE TSI 180 4X4 DSG STY TS132/2.0A7,235000kr,"54240 Mariestad, Västra Götaland",2018,14 400 mil,2.0L Petrol,Automatic,
Audi A6 Avant 40 TDI quattro Advanced 204 hk,499900kr,"29125 Kristianstad, Skåne",2025,2.0L Diesel,Automatic,207 HP (152 kW),"29125 Kristianstad, Skåne"
VW T6.1 T7 2.0 TDI 150 HK Man 4M,598250kr,"42246 Hisingsbacka, Västra Götaland",2025,2.0L Diesel,Manual,150 HP (110 kW),
Opel Corsa 5-dörrar 1.2 Twinport Euro 4. bilen startar inte,14500kr,"Luleå, Norrbotten",2008,13 509 mil,1.2L Petrol,Manual,
VW Passat GTE 1.4 TSI Aut Drag Cockpit Navi Skinn Mo,199900kr,"75594 Uppsala, Uppsala",Nov 2019,14 924 mil,1.4L Hybrid,Automatic,
Volvo V60 Recharge T6 AWD /Drag/B-kamera/VOC,299000kr,"59558 Mantorp, Östergötland",1 / 3,May 2021,10 765 mil,2.0L Electric/Petrol,Automatic
VW Passat Sportscombi GTE 1.4 M-Värmare Drag Kamera,272500kr,"24235 Hörby, Skåne",Nov 2020,4 231 mil,1.4L Hybrid,Automatic,
VW Passat GTE SC Executive Dragpkt Värmare,265000kr,"Upplands Väsby, Stockholm",Sep 2020,6 243 mil,1.4L Hybrid,Automatic,
Toyota Corolla 2.0 HSD TS GR-Sport Teknikpaket /V-Hjul/ Drag,244900kr,"SUNDBYBERG, Stockholm",Jun 2021,8760 mil,2.0L Hybrid,Automatic,152 HP (111 kW)
Hyundai i10 1.2 e-Motion Euro 4,25000kr,"Tanum, Västra Götaland",1 / 3,2010,8 404 mil,1.2L Petrol,Manual
Toyota Corolla 2.0 HSD TS GR-Sport 184hk Teknikpaket/V-Hjul,239900kr,"SUNDBYBERG, Stockholm",Jun 2021,9190 mil,2.0L Hybrid,Automatic,152 HP (111 kW)
Mercedes E350 4M 258hk AMG Pano D-Värm Kamera MOMS,358900kr,"75318 Uppsala, Uppsala",1 / 3,May 2018,6 804 mil,3.0L Diesel,Automatic
Lexus UX 250h CVT 184hk Comfort Sport*1623 mil*NAVI/LÄDERm.m,298900kr,"KUNGSÄNGEN, Stockholm",Nov 2021,1 623 mil,2.0L Hybrid,Automatic,
Citroën C5 Aircross 1.2 PureTech EAT Euro 6,235000kr,"ljungby, Kronoberg",Aug 2022,2 900 mil,1.2L Petrol,Automatic,
Volvo XC40 B4 II FWD Bensin MomAdv NaviPro Edt,344900kr,"HUDIKSVALL, Gävleborg",Jun 2022,4 508 mil,2.0L Petrol,Automatic,
Renault Master Cab 3.5 T 2.3 L3 Euro 6 145hk NY BES & Servad,139900kr,"72462 Västerås, Västmanland",2018,18174 mil,2.3L Diesel,Manual,146 HP (107 kW)
VW Caddy Skåpbil 2.0 RÄNTEKAMPANJ 3.95% MOMS B-Kam,129900kr,"89151 ÖRNSKÖLDSVIK, Västernorrland",1 / 3,2018,18 116 mil,2.0L Diesel,Automatic
VW Passat R-line,185000kr,"Kristinehamn, Värmland",2018,16225 mil,2.0L Diesel,Automatic,191 HP (140 kW)
Toyota Avensis Kombi 2.0 D-4 VVT-i,8500kr,"Kristinehamn, Värmland",2005,30 441 mil,2.0L Petrol,Manual,
Volvo V50 1.8 Kamkedja Motorvärmare Finans fr. 339kr / mån,29900kr,"13650 HANINGE, Stockholm",2006,18 400 mil,1.8L Petrol,Manual,
Ford Transit Custom 2.0 TDCi 130HK Aut Leasbar/Drag/D-värm,164800kr,"75454 Uppsala, Uppsala",2018,14026 mil,2.0L Diesel,Automatic,131 HP (96 kW)
Saab 9-3 SportCombi 1.8t Linear Euro 4,27000kr,"vänersborg, Västra Götaland",2006,18 451 mil,2.0L Petrol,Manual,
Citroën C5 Wagon 2.0 Euro 4,15900kr,"sundsvall, Västernorrland",2006,17 987 mil,2.0L Petrol,Manual,
Peugeot 206 5-dörrar 1.4 XS Euro 4,6000kr,Knivsta,1 / 3,2006,14 258 mil,1.4L Petrol,Manual
Toyota Avensis Kombi 2.4 D-4 VVT-i,10000kr,"norrtälje, Stockholm",1 / 2,2005,32 185 mil,2.4L Petrol,Automatic
Renault Mégane GrandTour 1.6,25000kr,"umeå, Västerbotten",2006,12 714 mil,1.6L Petrol,Manual,
Peugeot 107 5-dörrar 1.0 Euro 5,29000kr,"Linköping, Östergötland",1 / 3,2011,11 394 mil,1.0L Petrol,Manual
Saab 9-5 SportCombi 2.3 T Linear/ Besiktad till 2025-12/Drag,15900kr,"Hylte, Halland",2005,23 868 mil,2.3L Petrol,Manual,
"Toyota C-HR Hybrid 2,0 X-Edition Vinterhjul",269900kr,"55303 Jönköping, Jönköping",1 / 3,Aug 2021,3 370 mil,2.0L Hybrid,Automatic
VW Tiguan 1.4 TSI 4Motion Sport & Style Euro 5,42000kr,"Mjölby, Östergötland",2011,28 667 mil,1.4L Petrol,Manual,
Mercedes GLC300e 4MATIC AMG Line Drag B-Kamera Moms,456900kr,"UPPLANDS VÄSBY, Stockholm",Sep 2021,3816 mil,2.0L Hybrid,Automatic,306 HP (225 kW)
BMW 535 d Touring Steptronic M Sport Euro 5,189800kr,"17562 Järfälla, Stockholm",2011,18 610 mil,3.0L Diesel,Automatic,
VW Passat Variant GTE 1.4 TSI GTE B-Värm Drag 218hk,188800kr,"JÄRFÄLLA, Stockholm",Jan 2017,12 505 mil,1.4L Hybrid,Automatic,
Nissan Micra 5-dörrar 1.2 Euro 4,15000kr,"karlstad, Värmland",2006,18 416 mil,1.2L Petrol,Manual,
Volvo V70 2.4,14000kr,"Centralt Söder, Skåne",1 / 3,2006,31 000 mil,2.4L Petrol,Manual
Opel Corsa 5-dörrar 1.2 ecoFLEX Enjoy Euro 5,31000kr,"Kista  Hässelby  Vällingby  Spånga, Stockholm",2011,19 187 mil,1.2L Petrol,Manual,
Seat Ibiza 5-dörrar 1.4 Style Euro 5,47000kr,"huddinge, Stockholm",2011,9 332 mil,1.4L Petrol,Manual,
Opel Astra Sports Tourer 1.4 Turbo Enjoy Euro 5,45000kr,"mölndal, Västra Götaland",1 / 1,2011,16 752 mil,1.4L Petrol,Manual
Ford Ka 1.2 Titanium Euro 4,30000kr,"västerås, Västmanland",2011,12 032 mil,1.2L Petrol,Manual,
VW Touran 7-seater 1.4 TSI Masters Euro 5,115000kr,"Stenungsund, Västra Götaland",2015,12544 mil,1.4L Petrol,Manual,141 HP (103 kW)
VW Golf VII 5-dörrar 1.2 TSI BMT Masters Euro 5,89000kr,"Vallentuna, Stockholm",2015,16 424 mil,1.2L Petrol,Manual,
"Cupra Ateca 2.0 - Beats, Brembo",269900kr,"kalmar, Kalmar",1 / 3,2019,12 000 mil,2.0L Petrol,Automatic
Saab 9-3 SportCombi 2.0 T Linear Euro 4,16000kr,"VETLANDA, Jönköping",2007,29 588 mil,2.0L Petrol,Manual,
Opel Corsa | Nybesiktad,18000kr,"Västra Göteborg, Västra Götaland",2007,13 356 mil,1.4L Petrol,Manual,
VW Golf V 5-dörrars GTI 2.0 TFSI Euro 4,45000kr,"Trelleborg, Skåne",2007,28 956 mil,2.0L Petrol,Automatic,
VW ID7 Tourer Pro 77 kWh batteri 210 kW / 286 hk,626700kr,"82150 Bollnäs, Gävleborg",2025,Electric,≈ 621 km,Automatic,
VW ID7 Pro Tourer Edition 77kWh 286hk,626700kr,"LUDVIKA, Dalarna",2024,Electric,≈ 621 km,Automatic,
VW ID7 Tourer PRO 77 KWH BATTERI 210 K,626700kr,"23165 Trelleborg, Skåne",2025,Electric,≈ 621 km,Automatic,210 kW (286 HP)
VW ID7 Tourer Pro Edition 77kWh 286hk,626700kr,"82440 Hudiksvall, Gävleborg",2025,Electric,≈ 621 km,Automatic,
VW ID7 Tourer PRO EU 77 KWH BATTERI 21,626700kr,"79156 Falun, Dalarna",2025,Electric,≈ 621 km,Automatic,210 kW (286 HP)
Honda Civic 1.6 i-DTEC Sport Euro 5,94900kr,"24534 Staffanstorp, Skåne",2014,14800 mil,1.6L Diesel,Manual,120 HP (88 kW)
Volvo V40 D2 Summum Euro 5,100000kr,"Skärholmen  Bredäng, Stockholm",2014,15 866 mil,1.6L Diesel,Manual,
Ford Transit T 350 2.2 TDCi AWD Trend Euro 5,89900kr,"14132 HUDDINGE, Stockholm",2014,19 998 mil,2.2L Diesel,Manual,
Isuzu D-Max Space Cab 2.5 4WD Euro 5,130000kr,"Älvdalen, Dalarna",2014,18655 mil,2.5L Diesel,Manual,164 HP (120 kW)
Chevrolet Matiz 0.8,8000kr,"Fagersta, Västmanland",2008,17437 mil,0.8L Petrol,Manual,52 HP (38 kW)
VW ID7 Tourer PRO 77 KWH BATTERI 286 HK,626700kr,"42246 Hisings Backa, Västra Götaland",2025,Electric,≈ 621 km,Automatic,210 kW (286 HP)
Mercedes A180 7G-DCT Style Euro 6,185000kr,"borås, Västra Götaland",2018,9 102 mil,1.6L Petrol,Automatic,
Hyundai i10 ,22500kr,"Linköping, Östergötland",2008,14 736 mil,1.1L Petrol,Manual,
Volvo XC70 D4 AWD Momentum,152500kr,"Bollebygd, Västra Götaland",1 / 3,2014,16 365 mil,2.4L Diesel,Manual
Volvo V60 D4 Momentum Business Edition Polestar 200hk,119000kr,"51169 Sätila, Västra Götaland",Apr 2014,22 203 mil,2.0L Diesel,Automatic,
Volvo V60 D2 Kinetic Euro 5 Ny kamrem,67000kr,"lund, Skåne",2014,27 752 mil,1.6L Diesel,Manual,
Mazda CX-5 2.2 SKYACTIV-D AWD Euro 6,73000kr,"huddinge, Stockholm",2014,25980 mil,2.2L Diesel,Manual,176 HP (129 kW)
BMW 220 i Coupé Steptronic Advantage 184hk,212900kr,"UPPLANDS VÄSBY, Stockholm",Mar 2017,7636 mil,2.0L Petrol,Automatic,184 HP (135 kW)
Skoda Superb iV 1.4 Plug-in Hybrid 360 Kamera Cockpit Värmare,299900kr,"SOLLENTUNA, Stockholm",Jan 2020,5000 mil,1.4L Hybrid,Automatic,218 HP (160 kW)
Volvo V90 Recharge T6 Inscription Expression,359500kr,"SÖDERHAMN, Gävleborg",Dec 2020,6000 mil,2.0L Hybrid,Automatic,344 HP (253 kW)
Volvo V60 Recharge T6 AWD Momentum VOC Moms 340hk,258000kr,"b  Uppsala, Uppsala",Feb 2021,12754 mil,2.0L Electric/Petrol,Automatic,253 HP (186 kW)
Toyota Corolla 2.0 HSD TS GR-Sport 184hk Teknikpaket/V-Hjul,239900kr,"SUNDBYBERG, Stockholm",Jun 2020,9575 mil,2.0L Hybrid,Automatic,152 HP (111 kW)
BMW 330e 3 Touring Sport Line,319000kr,"Upplands Väsby, Stockholm",Mar 2021,4 176 mil,2.0L Hybrid,Automatic,
Volvo XC60 Recharge T8 AWD Inscription VOC Pano Värm Skinn,378900kr,"58278 Linköping, Östergötland",1 / 3,Dec 2018,7 803 mil,2.0L Electric/Petrol,Automatic
Land Rover Range Rover Sport P400e HSE pkt / 1 brukare,599000kr,"Ängelholm, Skåne",Apr 2019,7 750 mil,2.0L Electric/Petrol,Automatic,
Porsche Cayenne E-Hybrid Sport Chrono Pano Luft-F Bose 462hk,639000kr,"VENDELSÖ, Stockholm",2019,9 500 mil,3.0L Electric/Petrol,Automatic,
Audi A6 Allroad Q 45 TDI Proline Cockpit D-Värm Kamera Drag,499800kr,"Uppsala, Uppsala",1 / 3,Jan 2022,3 099 mil,3.0L Diesel,Automatic
Mercedes E220 d 4Matic 194hk AMG Panorama LED,289800kr,"VÄRNAMO, Jönköping",Mar 2018,9790 mil,2.0L Diesel,Automatic,195 HP (143 kW)
VW Tiguan 1.4 TSI 4Motion / 150 Hk / Nykedja /,79900kr,"KRISTIANSTAD, Skåne",Mar 2010,10 650 mil,1.4L Petrol,Manual,
VW Caddy Maxi 1.9 TDI Automat,45000kr,"60228 Norrköping, Östergötland",2009,24000 mil,1.9L Diesel,Automatic,105 HP (77 kW)
Renault Kangoo Express Maxi 1.5 dCi Euro 6,92000kr,"Åstorp, Skåne",2018,3900 mil,1.5L Diesel,Manual,90 HP (66 kW)
Ford Transit Custom 280 2.0 TDCi SelectShift Euro 6,174900kr,"15138 Södertälje, Stockholm",2018,14600 mil,2.0L Diesel,Automatic,131 HP (96 kW)
"Toyota Proace Skåpbil 2.0 D-4D Euro 6, 3Sits,Momsbil,Leasbar",153000kr,"93161 Skellefteå, Västerbotten",2018,9109 mil,2.0L Diesel,Manual,123 HP (90 kW)
Mercedes E220 T d 4MATIC 9G-Tronic Avantgarde Euro 6,205000kr,"Filipstad, Värmland",2018,21433 mil,2.0L Diesel,Automatic,195 HP (143 kW)
Volvo V70 2.5T AWD Momentum,10000kr,"Hudiksvall, Gävleborg",2005,39903 mil,2.5L Petrol,Automatic,210 HP (154 kW)
Mazda 3 Sport 2.0 MZR Nybesiktigad,14900kr,"norrköping, Östergötland",2005,16 799 mil,2.0L Petrol,Manual,
Kia Soul EV 27 kWh B-Kamera Navi,123900kr,"UPPLANDS VÄSBY, Stockholm",Apr 2017,8083 mil,Electric,≈ 212 km,Automatic
Volvo XC60 Recharge T6 Inscription,329000kr,"60105 Norrköping, Östergötland",Sep 2020,14080 mil,2.0L Hybrid,Automatic,253 HP (186 kW)
VW Golf V 5-dörrar 1.6 / Nybes u.a,24900kr,"53153 Lidköping, Västra Götaland",2006,18515 mil,1.6L Petrol,Manual,102 HP (75 kW)
Mercedes E320 CDI 5G-Tronic,54900kr,"Innerstaden, Gotland",2003,20 000 mil,3.2L Diesel,Automatic,
Subaru Impreza Kombi WRX 2.5,100000kr,"Kungsör, Västmanland",2006,13 374 mil,2.5L Petrol,Manual,
Volvo S90 Recharge T8 AWD Navi/HuD/SoV/T-lucka/H&K/VOC,428900kr,"Uppsala, Uppsala",May 2021,6503 mil,2.0L Electric/Petrol,Automatic,303 HP (222 kW)
VW Golf ,33500kr,"norrköping, Östergötland",2009,15061 mil,"1.6L Natural gas (LNG, CNG)",Manual,102 HP (75 kW)
Suzuki SX4 S-Cross Hybrid AllGrip MOMS/MoK/SoV-Hjul/ACC/Kamera,244900kr,"97346 Luleå, Norrbotten",Jan 2021,2474 mil,1.4L Hybrid,Automatic,130 HP (95 kW)
Peugeot 208 1.2 PureTech Aut M-väramre Kamera Sov hjul Carpl,159900kr,"89435 ÖRNSKÖLDSVIK, Västernorrland",Dec 2021,6935 mil,1.2L Petrol,Automatic,101 HP (74 kW)
MG MG5 EV ,229900kr,"54163 Skövde, Västra Götaland",Sep 2022,3040 mil,Electric,≈ 400 km,Automatic
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
Volvo V60 D4 190HK Advanced EDT AWD Aut Drag/VOC/Nyservad,264900kr,"UPPSALA, Uppsala",Jul 2020,10 400 mil,2.0L Diesel,Automatic,
Ford Transit Courier 1.5 TDCi Dragkrok 3700mil,150000kr,"52291 Tidaholm, Västra Götaland",2020,3 700 mil,1.5L Diesel,Manual,
Ford Transit Connect 210 LWB 1.5 EcoBlue SelectShift Euro 6,119500kr,"44157 Alingsås, Västra Götaland",2020,16 336 mil,1.5L Diesel,Automatic,
"Volvo V90 D4 Geartronic Advanced Edition, Momentum Euro 6",269000kr,"Kungsholmen, Stockholm",2020,8 600 mil,2.0L Diesel,Automatic,
Hyundai i30 Kombi 1.6 GDI Comfort Euro 3,69000kr,"Mariestad, Västra Götaland",2016,21850 mil,1.6L Petrol,Manual,135 HP (99 kW)
Toyota Avensis Kombi 1.8 Valvematic Active Euro 6,113900kr,"Centralt Norr, Östergötland",2016,18974 mil,1.8L Petrol,Manual,147 HP (108 kW)
Volvo XC70 Polestar D4 AWD Aut Classic Summum 2ägare,185000kr,"Hjo, Västra Götaland",2016,22891 mil,2.4L Diesel,Automatic,181 HP (133 kW)
Dacia Duster 1.5 dCi 4x4 Euro 6 (109hk ),95900kr,"Norsjö, Västerbotten",2016,14 720 mil,1.5L Diesel,Manual,
"Mercedes GLE350 GLE350 Benzd 4M Coupé AMG Panorama 360° Euro 6 2016, SUV",319900kr,"19740 Bro, Stockholm",Aug 2016,19 990 mil,3.0L Diesel,Automatic,
BMW 120 d xDrive 5-dörrars Steptronic M Sport Euro 6,164900kr,"b  Eslöv, Skåne",Apr 2015,15987 mil,2.0L Diesel,Automatic,191 HP (140 kW)
"Kia Stonic 1.0 T-GDI Advance, Advance Plus Euro 5",139000kr,"kungsbacka, Halland",2020,9317 mil,1.0L Petrol,Automatic,120 HP (88 kW)
Mercedes CLA220 AMG Sport 190HK Panorama Burmeser,327900kr,"ÖREBRO, Örebro",Apr 2019,6000 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Mercedes CLA220 190HK AMG Sport Burmester Widescreen,327900kr,"ÖREBRO, Örebro",Jun 2019,5280 mil,2.0L Petrol,Automatic,191 HP (140 kW)
Skoda Octavia Kombi 1.0 TSI Style fjärrstyrd värmare-drag,161000kr,"karlstad, Värmland",2020,5890 mil,1.0L Petrol,Manual,116 HP (85 kW)
Mercedes AMG GT 63 AMGS 4Matic+ 639HK/Keramiska/HUD/SE SPEC,1259800kr,"19595 Rosersberg, Stockholm",Dec 2019,4629 mil,4.0L Petrol,Automatic,640 HP (470 kW)
Volvo XC60 B4 Diesel Momentum Advanced SE,309000kr,"NORRKÖPING, Östergötland",Feb 2021,14292 mil,2.0L Diesel,Automatic,198 HP (145 kW)
Volvo XC60 B4 AWD Aut Adv Edi Drag Värmare GPS Kamera VOC,379000kr,"29340 Olofström, Blekinge",Mar 2021,8 062 mil,2.0L Diesel,Automatic,
"Kia Niro Hybrid DCT Advance, LX, 141hk/Automat, 2018",159800kr,"LERUM, Västra Götaland",Dec 2017,11500 mil,1.6L Hybrid,Automatic,142 HP (104 kW)
Volvo V40 T2 / Nyservad & Nybes!,129900kr,"53153 Lidköping, Västra Götaland",2016,10965 mil,2.0L Petrol,Manual,123 HP (90 kW)
"Kia Picanto 1.1 EX, GLS Euro 4",7000kr,"uppsala, Uppsala",2004,14 052 mil,1.1L Petrol,Manual,
Mazda CX-5 2.5 SKYACTIV-G AWD / BOSE / 360 kamera / DRAGKROK,209900kr,"BORLÄNGE, Dalarna",Oct 2019,17 109 mil,2.5L Petrol,Automatic,
Citroën C5 Aircross 1.6 PureTech Aut Mvärm Kamera Drag S&V,219900kr,"SKELLEFTEÅ, Västerbotten",Jun 2019,3500 mil,1.6L Petrol,Automatic,181 HP (133 kW)
Hyundai Santa Fe 2.7 V6 4WD,14000kr,"umeå, Västerbotten",2004,29 419 mil,2.7L Petrol,Automatic,
Ford Transit Connect T220 LWB 1.8 TDDi,5000kr,"Götene, Västra Götaland",1 / 3,2004,19 200 mil,1.8L Diesel,Manual
VW T6.1 T28 2.0 TDI BMT Euro 6,179000kr,"varberg, Halland",2020,19 968 mil,2.0L Diesel,Automatic,
